entry,dist,date,feedname,feed,title
WashingtonPost|5952,0.9030426163595029,2015-11-17,WashingtonPost,9,"Harry Reid, retiring but betting big on Nevada for Democratic Senate majority"
StLouisPost|17001,0.8690046612268072,2015-11-19,StLouisPost,6,"Sanders: 'Democratic socialism' means security, freedom"
WashingtonPost|6142,0.9316035726954948,2015-11-20,WashingtonPost,9,"People have more options to repay student debt, so why are defaults rising?"
StLouisPost|17131,0.9456228706579546,2015-11-20,StLouisPost,6,"Democrat draws straw, winning tiebreaker in state election"
StLouisPost|17052,0.9273415313837705,2015-11-20,StLouisPost,6,Mississippi House race to be decided by luck of the 'straw'
LATimes|19973,0.7169496819791223,2015-11-20,LATimes,3,Israeli spy Jonathan Pollard released from U.S. prison after 30 years
USAToday|7861,0.6566405853206887,2015-11-19,USAToday,7,FBI: No link between Paris attackers and U.S.
WallStreetJournal|2337,0.6762929696034131,2015-11-20,WallStreetJournal,8,The War on Islamic State
WashingtonPost|6158,0.866868197094857,2015-11-20,WashingtonPost,9,Rwanda is beating the United States in gender equality
NYPost|15558,0.9057091299853098,2015-11-14,NYPost,4,How Obama is bankrolling a non-stop protest against invented outrage
NYTimes|5264,0.6291570304555274,2015-11-15,NYTimes,5,Obama Calls Paris Events ‘an Attack on the Civilized World’
StLouisPost|17098,0.9266864038026101,2015-11-20,StLouisPost,6,Ex-Senate candidate O'Donnell: FEC lawsuit is a 'witch hunt'
USAToday|7755,0.7335212186963104,2015-11-18,USAToday,7,Jeb Bush: Paris attacks show that U.S. leadership is at stake
NYPost|16138,0.960450945808969,2015-11-19,NYPost,4,Bloomberg’s policy of closing failing schools helped students
NYPost|15583,0.9708420558993558,2015-11-15,NYPost,4,The government’s new retirement plan doesn’t deliver
USAToday|7851,0.7054087154626368,2015-11-19,USAToday,7,Senate Democrats propose better travel documents for Europeans
WashingtonPost|5959,0.7759709160360762,2015-11-17,WashingtonPost,9,Why young American women are joining ISIS
WashingtonPost|6046,0.7380094829369612,2015-11-18,WashingtonPost,9,"In quiet ceremony, Delta Force soldier killed in Iraq buried at Arlington"
WashingtonPost|6096,0.9795775568597053,2015-11-19,WashingtonPost,9,"House, Senate conferees endorse deal to replace No Child Left Behind"
NYTimes|5322,0.7822279777503234,2015-11-16,NYTimes,5,First Draft: Donald Trump Repeats Call to Inspect Mosques for Signs of Terrorism
StLouisPost|17085,0.7962012726964486,2015-11-20,StLouisPost,6,Judge allows warrantless evidence in Denver-area terror case
BostonHerald|15087,0.7347793770324547,2015-11-15,BostonHerald,0,Turkey ends missile deal talks with China
LATimes|19970,0.9631029057703964,2015-11-20,LATimes,3,CalPERS pay-down plan isn't fast enough for Gov. Jerry Brown
NYPost|15568,0.596266969497018,2015-11-15,NYPost,4,After Paris: Time to come up with a real anti-ISIS strategy
DailyNews|13990,0.7266705852946921,2015-11-18,DailyNews,2,ISIS photo claims soda can was used as bomb in Russian plane
USAToday|7712,0.7545476490966614,2015-11-17,USAToday,7,Fact check: Trump on bombing ISIS oil fields
NYPost|15508,0.9616742111075233,2015-11-14,NYPost,4,Trump can’t believe voters are falling for Ben Carson’s ‘crap’
LATimes|19340,0.9059135951862703,2015-11-16,LATimes,3,"USC pledges new steps to increase diversity, multicultural understanding"
WashingtonPost|6069,0.8739271418729648,2015-11-19,WashingtonPost,9,Congress blasts U.S. Education Department for vulnerabilities in data bases
USAToday|7770,0.8030341600175982,2015-11-18,USAToday,7,Indiana-bound Syrian refugees redirected to Connecticut
USAToday|7535,0.8929908070610544,2015-11-14,USAToday,7,For the Record's week in politics: Debates and perspective
DailyNews|14185,0.9317503874987094,2015-11-20,DailyNews,2,Hillary Clinton honored by Brady Center at gala
NYPost|16234,0.91258342768211,2015-11-19,NYPost,4,NBC exec angers Latino officials with ‘illegals’ remark in meeting
WallStreetJournal|2217,0.5607096388130846,2015-11-15,WallStreetJournal,8,U.S. Is Giving Targeting Intelligence to France for Strikes on Islamic State
NYTimes|5463,0.8699564631112963,2015-11-20,NYTimes,5,Treasury and I.R.S. Propose Rules to Curb Corporate Relocations for Tax Reasons
WallStreetJournal|2328,0.7477345310588213,2015-11-20,WallStreetJournal,8,"Obama Calls for Human Rights, Accountability in Malaysia"
LATimes|19376,0.7129179314793114,2015-11-16,LATimes,3,Belgian militant suspected in Paris attack has history of failed plans in Europe
StLouisPost|16895,0.8257297918673198,2015-11-19,StLouisPost,6,Unrest in Greek governing coalition ahead of reform vote
StLouisPost|16767,0.7687090877663314,2015-11-18,StLouisPost,6,"UN says 5,700 have been killed in Yemen conflict since March"
NYPost|15701,0.8145483343027575,2015-11-16,NYPost,4,Republican candidates bash Hillary Clinton for refusing to say ‘radical Islam’
StLouisPost|16622,0.8318516702463733,2015-11-17,StLouisPost,6,Census weighs changes to counting American Indians in 2020
StLouisPost|16339,0.536621569795211,2015-11-15,StLouisPost,6,AP Newsbreak: Iraq warned of attacks before Paris assault
NYPost|15736,0.7302515218094284,2015-11-16,NYPost,4,Paris attacks ‘mastermind’ boasted about evading capture
LATimes|19806,0.6612043298618061,2015-11-19,LATimes,3,"Suspected mastermind of Paris attack died in police raid, officials confirm"
USAToday|7585,0.709770567827028,2015-11-15,USAToday,7,Obama vows at G-20 summit to hunt down Paris terrrorists
WashingtonPost|5917,0.961857125321853,2015-11-16,WashingtonPost,9,Ted Cruz explains his challenging path to the GOP nomination
StLouisPost|17045,0.8299856886715489,2015-11-20,StLouisPost,6,House OK of GOP Syrian refugee curbs is just start of fight
LATimes|19280,0.5828352399176476,2015-11-16,LATimes,3,Washington threatened as next target in video purportedly released by Islamic State
StLouisPost|16995,0.8891641827193456,2015-11-19,StLouisPost,6,Treasury issues new rules to limit tax inversions
WallStreetJournal|2248,0.6898261431838068,2015-11-16,WallStreetJournal,8,Pressure Grows for Global Effort Against Islamic State
NYTimes|5478,0.9083788009263224,2015-11-20,NYTimes,5,Mississippi House Race Comes Down to One Deciding Straw
LATimes|19352,0.6999284741515356,2015-11-16,LATimes,3,Biden: Islamic State does not pose 'an existential threat'
StLouisPost|16999,0.9451845153084187,2015-11-19,StLouisPost,6,Louisiana rivals for governor criticize Jindal deficit plan
WallStreetJournal|2285,0.7806170397693658,2015-11-18,WallStreetJournal,8,Pressure Builds on Myanmar's New Leadership to End Armed Conflict
ChicagoTribune|5421,0.9552516795366869,2015-11-18,ChicagoTribune,1,City Council approves Emanuel ordinance to check privatization of Chicago assets
WashingtonPost|5846,0.9331654016413038,2015-11-15,WashingtonPost,9,"Holiday malaise for establishment Republicans as Carson, Trump surge"
NYPost|15625,0.6514903809886967,2015-11-15,NYPost,4,Obama says twisted ideology behind attack on civilized world
WallStreetJournal|2212,0.6442990496116933,2015-11-15,WallStreetJournal,8,"Obama, Erdogan Pledge Joint Response to Islamic State Menace"
WashingtonPost|6033,0.966211773631553,2015-11-18,WashingtonPost,9,"At least 500,000 students in 7 states sat out standardized tests this past spring"
ChicagoTribune|5416,0.6894801369516765,2015-11-18,ChicagoTribune,1,Islamic State publishes photo of bomb it claims downed Russian plane
StLouisPost|16784,0.7519740526796628,2015-11-18,StLouisPost,6,Lawmaker suggests a camp to segregate Syrian refugees in US
NYTimes|5400,0.7094308621573817,2015-11-18,NYTimes,5,First Draft: Jeb Bush Cites Paris Attacks in Calling for Stronger Military
NYTimes|5424,0.8101536459206748,2015-11-19,NYTimes,5,Republicans Push to Halt Syrian Refugee Program
DailyNews|14141,0.8543218050393854,2015-11-19,DailyNews,2,NRA defends stance on law allowing terror suspects weapons
DailyNews|13993,0.8449075759291294,2015-11-18,DailyNews,2,Kasich: I'd create agency to push 'Judeo-Christian values'
DailyNews|14105,0.6087481941123662,2015-11-19,DailyNews,2,ISIS is pursuing use of chemical weapons: officials
StLouisPost|16827,0.8818222912402847,2015-11-18,StLouisPost,6,Syrian family diverted to Connecticut at Indiana's request
LATimes|19477,0.6784377073713931,2015-11-17,LATimes,3,Russian investigators conclude airliner lost over Egypt was downed by homemade bomb
WashingtonPost|6050,0.649050736803512,2015-11-19,WashingtonPost,9,"As France seeks a grand coalition, Obama is wary of allying with Russia"
DailyNews|13580,0.9236727518362975,2015-11-14,DailyNews,2,City Council OK with not getting raise: 2013 survey
NYTimes|5356,0.9213289493637096,2015-11-17,NYTimes,5,"By the Numbers: We’re Living Longer. That’s Great, Except for Social Security."
USAToday|7795,0.7725669280197933,2015-11-18,USAToday,7,Va. mayor suggests internment camps over Syrian refugees
BostonHerald|15256,0.8415691193895686,2015-11-16,BostonHerald,0,US refugee quandary: Immigrant legacy vs 9/11-era fears
WashingtonPost|5898,0.5940645176110589,2015-11-16,WashingtonPost,9,John Kerry arrives in Paris to reaffirm U.S. support after terrorist attacks
LATimes|19463,0.7738972881415311,2015-11-17,LATimes,3,Paris continues its Olympic bid in wake of terrorist attacks
DailyNews|13994,0.775590198072317,2015-11-18,DailyNews,2,Obama calls on China to halt advances in South China Sea
DailyNews|14166,0.751642454574597,2015-11-20,DailyNews,2,"VIDEO: ISIS threatens White House, POTUS, Rome in new clip"
LATimes|19851,0.7915647041630042,2015-11-19,LATimes,3,House votes to block Syrian refugees despite White House veto threat
DailyNews|13685,0.6146772746161007,2015-11-14,DailyNews,2,Rob Lowe takes heat for tweets after Paris terrorist attacks
USAToday|7734,0.9316895350991432,2015-11-17,USAToday,7,White House pushes community solar power as rooftop alternative
WashingtonPost|6016,0.7875744666665082,2015-11-18,WashingtonPost,9,Does ISIS really have nothing to do with Islam? Islamic apologetics carry serious risks.
WashingtonPost|6161,0.9396389116284739,2015-11-20,WashingtonPost,9,Obama explains why pharma is fuming over his landmark Asia trade deal
NYTimes|5268,0.6027622445175096,2015-11-15,NYTimes,5,Strategy Shift for ISIS: Inflicting Terror in Distant Lands
USAToday|7732,0.7146489059460335,2015-11-17,USAToday,7,Bush to outline national security strategy
StLouisPost|16778,0.9625040151418157,2015-11-18,StLouisPost,6,Marco Rubio wins support of Idaho billionaire VanderSloot
StLouisPost|16802,0.9905109138349428,2015-11-18,StLouisPost,6,Congress takes another try at rewriting No Child Left Behind
WashingtonPost|6164,0.7268255074231316,2015-11-20,WashingtonPost,9,Obama tries to land his pivot to Asia
WashingtonPost|6114,0.8744850943437065,2015-11-19,WashingtonPost,9,"Secret Service in hot seat, but other agencies could feel the heat"
StLouisPost|17049,0.7860117388953118,2015-11-20,StLouisPost,6,Freedom nears for American convicted of spying for Israel
WallStreetJournal|2230,0.6281087950514787,2015-11-15,WallStreetJournal,8,"Paris Attacks Show U.S., Allies Misjudged Islamic State"
NYTimes|5375,0.9521949677541143,2015-11-17,NYTimes,5,Bobby Jindal Quits Republican Presidential Race
StLouisPost|16805,0.8172554512153218,2015-11-18,StLouisPost,6,Senate slates vote to confirm nominee to lead aid agency
WashingtonPost|5989,0.7975703332090848,2015-11-18,WashingtonPost,9,"From sober to bellicose, Republicans differ in tone on terror threat"
WashingtonPost|6157,0.9335343782604936,2015-11-20,WashingtonPost,9,New questions about how much ‘Black Lives Matter’ really matters on the trail
WashingtonPost|6088,0.734835369115453,2015-11-19,WashingtonPost,9,Forget refugees: How terrorists could ​actually​ get into the U.S.​
NYPost|16203,0.6483196558733771,2015-11-19,NYPost,4,Team Obama’s ridiculous Paris remarks highlight its lame mindset on ISIS
ChicagoTribune|5369,0.7375997141550563,2015-11-17,ChicagoTribune,1,Speaker Ryan calls for 'pause' in Syrian refugees
LATimes|20065,0.7525759588996205,2015-11-20,LATimes,3,Pentagon has increased military operations in Africa
LATimes|19687,0.6948272080092132,2015-11-18,LATimes,3,How the U.S. plans to stop the next Edward Snowden
ChicagoTribune|5372,0.947100007419087,2015-11-17,ChicagoTribune,1,Ex-NFL player Napoleon Harris stumped by questions at campaign kickoff
NYTimes|5483,0.8452244222548005,2015-11-20,NYTimes,5,First Draft: Donald Trump Says He’d ‘Absolutely’ Require Muslims to Register
BostonHerald|15261,0.8864827303214671,2015-11-17,BostonHerald,0,Battenfeld: PC police come after Charlie for doing his job to protect citizens
BostonHerald|15191,0.5172130557090807,2015-11-16,BostonHerald,0,US to increase intel sharing with France
USAToday|7909,0.6125460909112186,2015-11-20,USAToday,7,Mali hotel hostage siege indicates new extremist threat is re-emerging
NYTimes|5367,0.8047225586120172,2015-11-17,NYTimes,5,Paul Ryan Calls for Halt to Syrian Refugee Program
StLouisPost|16618,0.780469851421052,2015-11-17,StLouisPost,6,NKorean diplomat: UN chief should improve relations
NYPost|15795,0.9376012870737247,2015-11-17,NYPost,4,Silver & Skelos: New York’s corruption-trial double feature
WallStreetJournal|2213,0.5662576674381679,2015-11-15,WallStreetJournal,8,Europe Grapples With 'Evolving Threat'
WashingtonPost|5928,0.9100982201367803,2015-11-17,WashingtonPost,9,House passes bill to end pay raises for Fannie Mae and Freddie Mac CEOs
NYTimes|5231,0.606330779604297,2015-11-14,NYTimes,5,HOLLANDE BLAMES ISIS FOR ATTACKS IN PARIS AS DEATH TOLL RISES TO 127
USAToday|7773,0.8637162630819842,2015-11-18,USAToday,7,Ben Carson campaign botches placement of states on U.S. map
USAToday|7692,0.7550192225887827,2015-11-17,USAToday,7,French president to visit White House next week for huddle on Islamic State
WashingtonPost|6017,0.7498841812273703,2015-11-18,WashingtonPost,9,"The next time someone blames Islam for ISIS, show them this"
NYPost|16197,0.8600087225451744,2015-11-19,NYPost,4,Florida mayor tries to pay $4K ethics fine with buckets of pennies
StLouisPost|16756,0.6929618988216281,2015-11-18,StLouisPost,6,Bush calls for US ground forces to fight Islamic State
ChicagoTribune|5306,0.8818625011936705,2015-11-16,ChicagoTribune,1,"Morning Spin: Rauner lays out rules, suggests talking points for meeting with Madigan, leaders"
StLouisPost|16639,0.9291332836457691,2015-11-17,StLouisPost,6,"US to Rwanda's Kagame: Respect term limits, leave in 2017"
DailyNews|13828,0.6909549669130266,2015-11-17,DailyNews,2,Russian official says plane crash in Egypt was terrorist act
NYTimes|5385,0.6904980734846669,2015-11-18,NYTimes,5,Envisioning How Global Powers Can Smash ISIS
USAToday|7700,0.8877927831321274,2015-11-17,USAToday,7,Republican leaders seek 'pause' in Syrian refugees; plan legislation soon
StLouisPost|17084,0.7149402726395564,2015-11-20,StLouisPost,6,Holocaust Museum says US shouldn't turn its back on refugees
LATimes|19969,0.8622546498806998,2015-11-20,LATimes,3,Inside the Syrian refugee vote: California representatives explain what shaped their votes
NYPost|15634,0.759893617611432,2015-11-15,NYPost,4,Clinton tells GOP how to defeat her
StLouisPost|16847,0.8219818397743731,2015-11-19,StLouisPost,6,Rubio says Cruz hurt US intelligence programs with stance
StLouisPost|16596,0.8745365196207102,2015-11-17,StLouisPost,6,Secret donors paid for $5M in ads for North Carolina senator
StLouisPost|16598,0.6676729959820183,2015-11-17,StLouisPost,6,Attorney General: 'Robust' US screening for Syrian refugees
USAToday|7809,0.8898771561714304,2015-11-18,USAToday,7,Scientists: Great Lakes wolves no longer endangered
USAToday|7705,0.9651941916892943,2015-11-17,USAToday,7,Clinton lands key labor endorsement
WashingtonPost|5924,0.6554302387857448,2015-11-17,WashingtonPost,9,"Obama defends his strategy against the Islamic State, saying it will ‘take time’"
NYTimes|5381,0.9154303622968315,2015-11-18,NYTimes,5,Amherst Mascot Gets Thumbs Down From Faculty
LATimes|19149,0.8567893220049296,2015-11-15,LATimes,3,Congeniality Campaign 2016: Democrats continue to agree more than debate
DailyNews|13582,0.9353138367546266,2015-11-14,DailyNews,2,Republicans spent $5M on Benghazi probe: Dems
DailyNews|13641,0.6670013143266333,2015-11-15,DailyNews,2,GOP presidential hopefuls criticize Obama for Paris attacks
NYPost|15915,0.7600393793102315,2015-11-17,NYPost,4,"Charlie Hebdo: ‘They have guns. F— them, we have champagne’"
NYPost|16068,0.902101944032527,2015-11-18,NYPost,4,Finance wiz: I advised Silver to hide $300K in wife’s account
BostonHerald|15140,0.8820769259325659,2015-11-16,BostonHerald,0,Parker: True Trump turns in nasty display
WashingtonPost|5802,0.6789540714396256,2015-11-14,WashingtonPost,9,Paris terror attacks add urgency to Obama’s G20 mission in Turkey
BostonHerald|14882,0.6277546770932795,2015-11-14,BostonHerald,0,Reaction from around the world to Paris attacks
WashingtonPost|6128,0.9512104023925401,2015-11-20,WashingtonPost,9,"Rallies outside White House, Supreme Court to mark one year since proposal"
WallStreetJournal|2319,0.9123015592173396,2015-11-19,WallStreetJournal,8,Peronista Vote Falters in Argentina
WashingtonPost|6077,0.7369929018553361,2015-11-19,WashingtonPost,9,Why the question of Christian vs. Muslim refugees has become so incredibly divisive
WashingtonPost|5816,0.886450792361271,2015-11-14,WashingtonPost,9,Naming of Margaret Spellings as UNC system president called 'a disturbing new low'
DailyNews|14111,0.7398298277779165,2015-11-19,DailyNews,2,Female suicide bombers throughout the years
BostonHerald|15188,0.6377899936813929,2015-11-16,BostonHerald,0,Obama: Attacks &#039;terrible&#039; setback in Islamic State campaign
WallStreetJournal|2208,0.6645346852728203,2015-11-14,WallStreetJournal,8,"Assad, Opponents Weigh Impact of Deeper Western Involvement in Syria"
USAToday|7688,0.8813544727459951,2015-11-17,USAToday,7,"USA TODAY GOP Power Rankings: Rubio up, but Paris dominates"
WashingtonPost|6098,0.9210121023129682,2015-11-19,WashingtonPost,9,"Protesters continue to occupy Princeton president's office, as they press for removal of Woodrow Wilson's name from buildings"
NYPost|15671,0.9369121767766869,2015-11-16,NYPost,4,Did Obama actually follow in Lincoln’s footsteps?
ChicagoTribune|5352,0.9518518982159867,2015-11-17,ChicagoTribune,1,Morning Spin: Former NFL linebacker enters Democratic U.S. Senate race
LATimes|19410,0.6011343730177161,2015-11-17,LATimes,3,Paris attacks: France hits Islamic State with new airstrikes; police raids continue
DailyNews|13946,0.941825263131658,2015-11-18,DailyNews,2,"Andrew Cuomo rips GOP, Democrats in Congress for turmoil"
WallStreetJournal|2336,0.7482722408950336,2015-11-20,WallStreetJournal,8,Russia Asks Lebanon to Close Airspace
DailyNews|13772,0.9718998671498402,2015-11-16,DailyNews,2,Mayor de Blasio goes all in for Clinton campaign
BostonHerald|14935,0.8610975882857532,2015-11-14,BostonHerald,0,Former Connecticut official joins tribal casino venture
USAToday|7789,0.7609623735735399,2015-11-18,USAToday,7,Defense secretary seeks overhaul of military personnel system
DailyNews|14139,0.8589365657751639,2015-11-19,DailyNews,2,8 famous Americans with Syrian roots
DailyNews|13722,0.6439899664794609,2015-11-16,DailyNews,2,Paris Backlash: Fear of more devils in refugees' sad tide
LATimes|19073,0.9421621769115958,2015-11-14,LATimes,3,Democratic debate: Paris attacks put focus on national security for candidates
LATimes|19667,0.959525651030724,2015-11-18,LATimes,3,Analysts release strong report card for California budget
DailyNews|14276,0.7571805533530231,2015-11-20,DailyNews,2,Japanese-Americans react to Syrian refugee crisis
DailyNews|13753,0.7031113051201083,2015-11-16,DailyNews,2,Trump: U.S. must  ‘strongly consider’ shutting down mosques
NYPost|15591,0.8091557607933917,2015-11-15,NYPost,4,Military wife takes career into her own hands
BostonHerald|14840,0.7637757930953875,2015-11-14,BostonHerald,0,Pols decry attack on ‘our way of life’
DailyNews|13804,0.6988677776680592,2015-11-17,DailyNews,2,Guest column: Barack Obama should focus on fighting ISIS
NYPost|16236,0.8039911162682505,2015-11-19,NYPost,4,ISIS fires back in cyberwar with Anonymous
WashingtonPost|5925,0.5803113257678811,2015-11-17,WashingtonPost,9,"For the Islamic State, paroxysms of violence portends apocalypse"
StLouisPost|16496,0.7707060578388046,2015-11-16,StLouisPost,6,US OKs sale of $1.3 billion in guided bombs to Saudi Arabia
DailyNews|13736,0.9555382279481329,2015-11-16,DailyNews,2,Ruiz: Trump’s hypocritical attitude about poor is offensivs
WashingtonPost|5926,0.7452817223457083,2015-11-17,WashingtonPost,9,"For Syrians in Michigan, call to block refugees is a gut punch"
StLouisPost|16883,0.7023183927862461,2015-11-19,StLouisPost,6,Kentucky refugee case highlights worries over Syrians in US
USAToday|7577,0.924056619013454,2015-11-15,USAToday,7,Candidates look to differentiate on gun control
ChicagoTribune|5507,0.6892515154051432,2015-11-20,ChicagoTribune,1,U.S. military probe concludes airstrike in Iraq killed 4 civilians
USAToday|7709,0.8017358934962213,2015-11-17,USAToday,7,Chris Christie wants New Jersey closed to Syrian refugees
StLouisPost|17166,0.8503630468875382,2015-11-20,StLouisPost,6,Lottery official says $1.2M Oklahoma jackpot linked to fraud
LATimes|19390,0.825014083520471,2015-11-17,LATimes,3,Essential Politics: Refugee question hits campaign trail in Paris aftermath
NYPost|15674,0.8993061714103279,2015-11-16,NYPost,4,The irony behind the damning letter
BostonHerald|14881,0.8646340075145439,2015-11-14,BostonHerald,0,Walsh backs off IndyCar race deadline demand
NYPost|15953,0.9374079375114404,2015-11-18,NYPost,4,Hillary’s only money problem is explaining where it comes from
USAToday|7762,0.7892276439824143,2015-11-18,USAToday,7,Propaganda contractor dumped by U.S. Army
NYTimes|5257,0.7784501608344474,2015-11-15,NYTimes,5,5 Ukrainian Soldiers Killed as Cease-Fire Offenses Rise
USAToday|7790,0.9347785759544752,2015-11-18,USAToday,7,Candidates want equal airtime after Trump's SNL gig
DailyNews|13902,0.956160482304752,2015-11-17,DailyNews,2,Jeb Bush gets 3% support in latest 2016 poll
BostonHerald|15197,0.7001536266337778,2015-11-16,BostonHerald,0,IS could ultimately force West to consider invasion
StLouisPost|16912,0.7800427120167281,2015-11-19,StLouisPost,6,Post-coup constitution keeps Portugal in political limbo
NYTimes|5485,0.8402104980905597,2015-11-20,NYTimes,5,First Draft: Donald Trump’s Call for Muslim Registry Denounced by Democrats
NYPost|15938,0.9627023323142275,2015-11-17,NYPost,4,Clueless City Council destructive to NYPD: Bratton
DailyNews|13881,0.6055887271405417,2015-11-17,DailyNews,2,New ISIS video mocks retaliation attempts for Paris attacks
NYTimes|5232,0.0,2015-11-14,NYTimes,5,"ISIS Claims Responsibility for Paris Attacks, Calling Them ‘Miracles’"
BostonHerald|14921,0.8300038772066297,2015-11-14,BostonHerald,0,CBS News alters Democratic debate plans to focus more on Paris terrorist attacks
WallStreetJournal|2241,0.7130513214436788,2015-11-16,WallStreetJournal,8,Putin Suggests Russia's Isolation Is Ending
NYTimes|5419,0.9448947094097774,2015-11-19,NYTimes,5,Black Lives Matter Seeks a Political Voice
StLouisPost|16248,0.9756677634983796,2015-11-14,StLouisPost,6,AP Exclusive: Democrats see Rubio and Kasich as 2016 threats
StLouisPost|17153,0.8782625936928,2015-11-20,StLouisPost,6,APNewsBreak: 2 high-ranking VA officials demoted
USAToday|7797,0.8249762181379977,2015-11-18,USAToday,7,White House threatens veto of GOP refugee bill
WallStreetJournal|2326,0.7882823956247828,2015-11-20,WallStreetJournal,8,Koreas Agree to New Talks
NYPost|15844,0.9448786099155383,2015-11-17,NYPost,4,"New York, New Jersey have highest state taxes in the nation"
WashingtonPost|6107,0.849109573914801,2015-11-19,WashingtonPost,9,"Sanders: Unlike Clinton, I won’t seek ‘reckless adventures abroad’"
LATimes|19431,0.9167646650353221,2015-11-17,LATimes,3,"Amid faculty protests, Cal State trustees set to talk money"
DailyNews|13652,0.794548778213159,2015-11-15,DailyNews,2,Democratic presidential candidates face off in CBS debate
StLouisPost|16955,0.7835963423171695,2015-11-19,StLouisPost,6,"US set to release Jonathan Pollard, who spied for Israel"
WallStreetJournal|2300,0.6567148084921167,2015-11-19,WallStreetJournal,8,Is Islamic State a State?
ChicagoTribune|5405,0.73338023054977,2015-11-18,ChicagoTribune,1,Nigeria's president: Ex-national security adviser stole billions in arms deals
NYTimes|5283,0.7517193468177498,2015-11-16,NYTimes,5,5 Yemeni Guantánamo Inmates Are Sent to United Arab Emirates
NYPost|16297,0.900238757939744,2015-11-20,NYPost,4,Drivers’ union to vote on cost-cutting Daily News contract
StLouisPost|16651,0.8078073503063169,2015-11-17,StLouisPost,6,White House plans call with governors on Syrian refugees
USAToday|7593,0.7014433481162676,2015-11-15,USAToday,7,"White House, Congress clash over Syrian refugees in wake of Paris attacks"
WashingtonPost|5823,0.863299173064477,2015-11-14,WashingtonPost,9,Longtime Obama aide Amy Brundage to leave White House in December
USAToday|7902,0.8569716910627768,2015-11-20,USAToday,7,White House aides use autopen to sign highway bill while Obama is overseas
NYPost|16360,0.8240164481361151,2015-11-20,NYPost,4,Trump voices support for mandatory Muslim database
StLouisPost|17150,0.7083750712969019,2015-11-20,StLouisPost,6,Obama to visit Asia refugee center amid raging debate in US
NYTimes|5297,0.6091733700057131,2015-11-16,NYTimes,5,Watch</span>: Vigil for U.S. Victim of Attacks
USAToday|7788,0.9275777371372145,2015-11-18,USAToday,7,Geography not a strong point for Ben Carson camp
StLouisPost|16929,0.7831247981053913,2015-11-19,StLouisPost,6,UK official: World's 'best brains' to aid Cyprus peace talks
DailyNews|13862,0.8140137021584077,2015-11-17,DailyNews,2,Calls against allowing Syrian refugees into U.S. grow
BostonHerald|15461,0.7179462536093765,2015-11-18,BostonHerald,0,"The Latest: Boat with migrants capsizes; 1 dead, 17 missing"
BostonHerald|15185,0.7494113630723198,2015-11-16,BostonHerald,0,Obama calls it shameful to impose religious test on refugees
ChicagoTribune|5497,0.817392656255079,2015-11-20,ChicagoTribune,1,Morning Spin: 2 Illinois House Dems join in calling for tougher vetting of Syrian refugees
DailyNews|13750,0.6617509923304108,2015-11-16,DailyNews,2,John Oliver speaks out on Paris attacks in profane rant
StLouisPost|17128,0.9521078005368989,2015-11-20,StLouisPost,6,Clinton proposing tax credit to help with heath care costs
USAToday|7910,0.9354553032353268,2015-11-20,USAToday,7,Obama administration appeals immigration ruling to Supreme Court
BostonHerald|15143,0.6478828056275433,2015-11-16,BostonHerald,0,The Latest: PM Cameron says 7 attacks foiled in UK
NYTimes|5476,0.7688188853227469,2015-11-20,NYTimes,5,"After 30 Years in Prison, Jonathan Pollard Is Freed, but Not to Israel"
StLouisPost|16884,0.7814916649678365,2015-11-19,StLouisPost,6,Timeline of key dates in Cuba-US relations
StLouisPost|16345,0.7873887350687025,2015-11-15,StLouisPost,6,Analysts expect short-term market drop from Paris terror
DailyNews|13870,0.866588179503367,2015-11-17,DailyNews,2,Mark-Viverito: Opposition to letting in refugees 'appalling'
USAToday|7687,0.5869056991395732,2015-11-17,USAToday,7,Many names for Islamic State
BostonHerald|15227,0.7361056753479308,2015-11-16,BostonHerald,0,Experts say states lack legal authority to block refugees
StLouisPost|16502,0.9511530102011199,2015-11-17,StLouisPost,6,"O'Malley campaign to shift staff, resources to Iowa"
WashingtonPost|5826,0.7202790600525172,2015-11-14,WashingtonPost,9,"After the Paris attacks, here's how to think about the relationship between ISIS and Islam"
ChicagoTribune|5474,0.7420419097662014,2015-11-19,ChicagoTribune,1,Syrian refugees are put through years of screening
StLouisPost|16646,0.9231247507307513,2015-11-17,StLouisPost,6,Ex-NFL player makes Dem primary for US Senate a 3-way race
NYTimes|5455,0.8721858528168258,2015-11-19,NYTimes,5,"First Draft: Bernie Sanders Defends Democratic Socialism, Calling It Route to Economic Fairness"
StLouisPost|16931,0.7249682662935404,2015-11-19,StLouisPost,6,Clinton: US must push Arab leaders to confront Islamic State
USAToday|7749,0.6692524344244476,2015-11-18,USAToday,7,Nigerian president orders ex-security official's arrest
BostonHerald|15596,0.6445284365050823,2015-11-19,BostonHerald,0,French prosecutors: Suspected mastermind of Paris attacks killed in police raid
LATimes|19090,0.5032180172140526,2015-11-15,LATimes,3,Attack in France spotlights Europe's vulnerability to terrorism
StLouisPost|16296,0.8271469747413982,2015-11-15,StLouisPost,6,The Latest: Democratic 2016 candidates meet for 2nd debate
StLouisPost|16998,0.698039199551609,2015-11-19,StLouisPost,6,FBI head: No credible threat to US after Paris attacks
NYTimes|5269,0.5727783210380892,2015-11-15,NYTimes,5,"Paris Gunmen Single Out François Hollande, and Leave Him With Few Palatable Responses"
